duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
9368711.0,16.0,4.0,1564818.0,1549373.0,190205.285714286,203290.456521739,389822.391916579,370323.71975366,10.3536121458,4802.6884381427,4.0,1523088.0,97590.7395833333,267600.198443351,1871488.0,1983656.33333333,2195089.0,183219.697914371,1234883.0,1420565.0,1523088.0,161096.539275367,CHAT
7340238.0,18.0,4.0,1567554.0,1527893.0,165686.977272727,186914.846153846,317267.548742198,304370.651301392,11.5800059889,4340.1862446422,4.0,1517774.0,87383.7857142857,221462.862027935,1491627.0,3572433.0,5653239.0,2942704.06586714,1131498.0,1324636.0,1517774.0,273138.379007784,CHAT
4644225.0,29.0,15.0,1270547.0,1079974.0,165865.178571429,195302.130434783,329473.126260763,300492.588226672,11.412022458,4161.5124159575,15.0,1079974.0,89312.0192307692,217475.425246434,1758922.0,1758922.0,1758922.0,0.0,1079974.0,1079974.0,1079974.0,0.0,CHAT
4978735.0,19.0,8.0,2492050.0,2457286.0,239543.25,276596.388888889,612435.304238344,628339.573543744,8.0341693221,3918.6660868675,8.0,2441990.0,127659.871794872,436959.716435875,1710925.0,2382905.0,3054885.0,950323.229642946,1346073.0,1894031.5,2441990.0,774930.342316972,CHAT
11838189.0,19.0,10.0,3094089.0,3093543.0,243766.5,295954.725,599721.781708801,625632.703972198,7.6025142021,2802.5401520452,10.0,3042717.0,133013.359550562,436129.639296405,1747431.0,2400446.0,3240696.0,623274.390468329,1394455.0,1983227.0,3042717.0,725987.829074978,CHAT
11771793.0,30.0,6.0,3149632.0,2964504.0,244008.020833333,255167.347826087,632857.385277182,607541.355369903,8.1550873346,3683.2961639743,6.0,2964504.0,123913.610526316,435676.952939631,1443143.0,2872733.0,3563174.0,965103.52482087,1065834.0,1933295.0,2964504.0,1008644.52279962,CHAT
13978645.0,17.0,7.0,2249885.0,2064514.0,215483.375,254157.181818182,484527.921324867,462592.986971292,8.6560607269,3046.003385879,7.0,2064514.0,116488.708333333,334260.19200433,1363299.0,2254176.2,3870047.0,1010713.69802207,1147658.0,1533121.8,2064514.0,421832.929402684,CHAT
13942087.0,22.0,6.0,2426308.0,2425956.0,231527.716666667,248101.035714286,516661.130190786,507941.688524774,8.4635822456,3683.8817603132,6.0,2375478.0,119163.136752137,363365.684614578,2076878.0,2741696.8,4001564.0,772121.497542291,1252392.0,1719479.4,2375478.0,430172.04695976,CHAT
7863522.0,30.0,8.0,2067690.0,2068091.0,244213.125,252051.483870968,571806.194574827,562812.286698527,8.2660161693,3567.8669176484,8.0,2017289.0,122867.53125,400581.17073558,2092947.0,2535198.66666667,3282729.0,650992.780391483,1707343.0,1897912.0,2017289.0,166786.859124153,CHAT
8259704.0,18.0,9.0,2321059.0,2278426.0,269051.3,330388.16,639533.232125757,637243.988848213,6.9009736911,2352.3845406567,9.0,2270116.0,147494.714285714,449957.584261701,2368851.0,2687726.0,3162320.0,419028.124008998,1702783.0,1980072.0,2270116.0,283881.490662037,CHAT
