duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
198831.0,1006.0,39.0,75236.0,106646.0,44381.3333333333,34725.4,38666.504171354,49473.4633824033,50.2939682444,10330.3810773974,12.0,65687.0,22092.3333333333,27991.6326448637,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
188135.0,457.0,48.0,75999.0,97330.0,41226.3333333333,32584.8,38126.3484854416,45760.6707167847,53.1533207537,9870.5716639647,16.0,64456.0,20903.8888888889,26462.1121934004,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
186729.0,962.0,59.0,74655.0,95423.0,40632.0,32315.6,37169.624944301,45305.4448388933,53.5535455125,10089.4879745514,21.0,64833.0,20747.6666666667,26269.6510040579,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
115472.0,56.0,15.0,41658.0,73780.0,16798.0,18041.4,21956.9588855105,31937.8451222057,86.6010807815,18974.2967992241,15.0,65078.0,12830.2222222222,21596.7332210092,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
170959.0,698.0,139.0,28024.0,65202.0,21169.8,24238.3333333333,11492.9335223867,23905.165869884,76.0416240151,9762.574652402,55.0,65110.0,14246.5833333333,20075.6154845458,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
214151.0,958.0,46.0,77722.0,119732.0,49323.0,37771.0,42097.0164085295,54109.6746270942,46.6960228997,9264.4909433064,15.0,69071.0,23794.5555555556,30136.5589094505,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
107756.0,52.0,15.0,41258.0,66470.0,13955.6666666667,16505.4,23645.8624252391,28752.6669989064,92.8022569509,7322.0980734252,13.0,65889.0,11972.8888888889,22188.8647351799,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
64906.0,63.0,79.0,61684.0,47956.0,16064.25,21539.6666666667,30432.3961689403,24320.1717887299,138.6620651404,50596.2468801035,63.0,44797.0,8113.25,15862.7872911055,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
201707.0,956.0,44.0,75672.0,107954.0,44866.0,35328.2,39043.6457762335,50112.1927373968,49.5768614872,9786.4724575746,13.0,67109.0,22411.8888888889,28433.5286323402,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
