duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
4644225.0,29.0,15.0,1270547.0,1079974.0,165865.178571429,195302.130434783,329473.126260763,300492.588226672,11.412022458,4161.5124159575,15.0,1079974.0,89312.0192307692,217475.425246434,1758922.0,1758922.0,1758922.0,0.0,1079974.0,1079974.0,1079974.0,0.0,Non-VPN
3483711.0,19.0,12.0,1039941.0,851636.0,143033.25,155777.136363636,236563.52363753,207113.54334043,13.7784104365,5734.6892437404,12.0,851636.0,74121.5106382979,145636.797287304,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
216249.0,27.0,10.0,78594.0,187939.0,15779.8,54062.25,35114.243227642,90233.9160954276,50.8672872476,17313.3748595369,10.0,137318.0,21624.9,44117.9569813824,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
620945.0,18.0,6.0,156252.0,183469.0,31283.1428571429,51745.4166666667,49119.2975337473,65032.495404512,45.0925605327,21336.8333749366,6.0,138002.0,22997.962962963,38169.6703598969,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
2758538.0,53.0,46.0,2379560.0,2429654.0,246232.636363636,341619.75,710598.469232769,845053.000702872,7.6127281915,3881.4038450803,46.0,2379560.0,137926.9,528796.442999562,2554938.0,2554938.0,2554938.0,0.0,2379560.0,2379560.0,2379560.0,0.0,Non-VPN
202484.0,62.0,39.0,151072.0,124840.0,30292.6,44242.5,67517.7414725197,58869.2166869352,54.3252800221,18944.7067422611,39.0,124840.0,20248.4,40449.6898015849,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
198831.0,1006.0,39.0,75236.0,106646.0,44381.3333333333,34725.4,38666.504171354,49473.4633824033,50.2939682444,10330.3810773974,12.0,65687.0,22092.3333333333,27991.6326448637,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
199672.0,86.0,743.0,148831.0,97318.0,37293.0,43540.75,74358.6692479992,41285.5578854963,50.0821347009,16832.6054729757,86.0,97318.0,22185.7777777778,33293.219186787,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
188135.0,457.0,48.0,75999.0,97330.0,41226.3333333333,32584.8,38126.3484854416,45760.6707167847,53.1533207537,9870.5716639647,16.0,64456.0,20903.8888888889,26462.1121934004,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
186729.0,962.0,59.0,74655.0,95423.0,40632.0,32315.6,37169.624944301,45305.4448388933,53.5535455125,10089.4879745514,21.0,64833.0,20747.6666666667,26269.6510040579,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
115472.0,56.0,15.0,41658.0,73780.0,16798.0,18041.4,21956.9588855105,31937.8451222057,86.6010807815,18974.2967992241,15.0,65078.0,12830.2222222222,21596.7332210092,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
170959.0,698.0,139.0,28024.0,65202.0,21169.8,24238.3333333333,11492.9335223867,23905.165869884,76.0416240151,9762.574652402,55.0,65110.0,14246.5833333333,20075.6154845458,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
214151.0,958.0,46.0,77722.0,119732.0,49323.0,37771.0,42097.0164085295,54109.6746270942,46.6960228997,9264.4909433064,15.0,69071.0,23794.5555555556,30136.5589094505,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
107756.0,52.0,15.0,41258.0,66470.0,13955.6666666667,16505.4,23645.8624252391,28752.6669989064,92.8022569509,7322.0980734252,13.0,65889.0,11972.8888888889,22188.8647351799,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
48035.0,123.0,79.0,2387.0,47956.0,1255.0,24017.5,1600.88944028,33854.1513480991,124.9089205787,20485.0629749141,79.0,44797.0,9607.0,19694.1571474892,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
