duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
59764277.0,59698472.0,59739109.0,11.0,3.0,6752161.0,6712424.0,147040.571428571,83551.2013986014,18.7904891747,5517.3762078641,3.0,6687183.0,53265.8440285205,340313.265157658,1190844.0,2981966.55,6818187.0,1450718.98992697,1061134.0,2259829.55,6687183.0,1217775.40730465,BROWSING
50900994.0,50835447.0,50875531.0,2.0,1.0,14306400.0,14267293.0,319719.79245283,197191.980620155,8.23166636,4947.9976756446,1.0,14242218.0,121772.71291866,973652.474847582,2127096.0,6349203.625,16178535.0,5310984.87035967,1359286.0,5376834.25,14242218.0,4879808.68955914,BROWSING
27006970.0,26981484.0,26980988.0,7.0,2.0,16813073.0,16772532.0,284015.621052632,234617.286956522,7.849825434,8011.1171301335,2.0,16747022.0,127995.118483412,1333742.49682143,9976558.0,13500000.0,16937424.0,4922075.55153078,9825740.0,13300000.0,16747022.0,4894085.43670429,BROWSING
45300466.0,45269289.0,45268971.0,3.0,5.0,45064321.0,45095654.0,656076.652173913,620122.890410959,3.178775247,4686.2652582868,1.0,45064321.0,316786.475524475,3768335.8330546,45269289.0,45300000.0,45269289.0,0.0,45064321.0,45100000.0,45064321.0,0.0,BROWSING
23142208.0,23093949.0,23142208.0,4.0,1.0,11414735.0,11372990.0,253779.659340659,185137.664,9.4200173121,8443.4899211,0.0,11347351.0,106646.119815668,902099.312911889,1701848.0,5765937.5,11435156.0,4082329.88958936,1590324.0,5655273.5,11347351.0,4094723.12732733,BROWSING
45655859.0,45609384.0,45607721.0,6.0,11.0,44997426.0,45044004.0,991508.347826087,735608.403225806,2.4093293262,3682.440845106,3.0,44997426.0,418861.091743119,4309413.17801167,45609384.0,45600000.0,45609384.0,0.0,44997426.0,45000000.0,44997426.0,0.0,BROWSING
56109013.0,56043773.0,56083796.0,29.0,7.0,10004717.0,10004444.0,318430.528409091,185095.03630363,8.572597775,3111.4252535506,6.0,9979314.0,116893.777083333,812850.462651373,1594044.0,4982002.72727273,11238219.0,3436882.03562935,1257893.0,4288487.90909091,9979314.0,3438381.82403138,BROWSING
45367406.0,45326877.0,45327811.0,16.0,26.0,44996129.0,45036783.0,1510895.9,1225075.97297297,1.5209156988,3216.8909987933,6.0,44996129.0,667167.735294118,5455927.85514538,45326877.0,45300000.0,45326877.0,0.0,44996129.0,45000000.0,44996129.0,0.0,BROWSING
45435294.0,45394900.0,45396851.0,25.0,31.0,44996936.0,45037373.0,1464351.61290323,1335201.5,1.4746245507,3128.713110121,4.0,44996936.0,688413.545454545,5537930.01671617,45394900.0,45400000.0,45394900.0,0.0,44996936.0,45000000.0,44996936.0,0.0,BROWSING
35667388.0,35602465.0,35642227.0,4.0,1.0,35191270.0,35151877.0,624604.649122807,419320.317647059,4.037301526,3945.1164744668,1.0,35126830.0,249422.293706294,2937161.59831767,35554328.0,35600000.0,35554328.0,0.0,35126830.0,35100000.0,35126830.0,0.0,BROWSING
